fecha,valor
01/01/1985,17.3
01/02/1985,9.2
01/03/1985,5.4
01/04/1985,6.2
01/05/1985,9.5
01/06/1985,9.5
01/07/1985,2.4
01/08/1985,6.6
01/09/1985,11.3
01/10/1985,17.3
01/11/1985,17.4
01/12/1985,13.1
01/01/1986,11
01/02/1986,12.2
01/03/1986,12.4
01/04/1986,17.6
01/05/1986,12.9
01/06/1986,12.1
01/07/1986,4.6
01/08/1986,4.1
01/09/1986,3.1
01/10/1986,18.2
01/11/1986,15.9
01/12/1986,7.2
01/01/1987,4.8
01/02/1987,2.6
01/03/1987,5.7
01/04/1987,5.6
01/05/1987,8.7
01/06/1987,4.7
01/07/1987,3.7
01/08/1987,5.7
01/09/1987,4.9
01/10/1987,14.2
01/11/1987,9.9
01/12/1987,8.3
01/01/1988,3.8
01/02/1988,4.5
01/03/1988,4.8
01/04/1988,13.5
01/05/1988,13.9
01/06/1988,11.9
01/07/1988,12
01/08/1988,8.6
01/09/1988,14.2
01/10/1988,18.4
01/11/1988,32.8
01/12/1988,22.2
01/01/1989,16.8
01/02/1989,12.5
01/03/1989,13.6
01/04/1989,6.6
01/05/1989,11.2
01/06/1989,9.3
01/07/1989,5.9
01/08/1989,5.7
01/09/1989,10.9
01/10/1989,15.1
01/11/1989,17.9
01/12/1989,21.2
01/01/1990,14.2
01/02/1990,8.3
01/03/1990,6.4
01/04/1990,8.5
01/05/1990,8.8
01/06/1990,6.2
01/07/1990,4.7
01/08/1990,2.6
01/09/1990,4.2
01/10/1990,11.5
01/11/1990,13.2
01/12/1990,13.2
01/01/1991,8.5
01/02/1991,5.7
01/03/1991,6.2
01/04/1991,6.7
01/05/1991,13.2
01/06/1991,11.1
01/07/1991,9
01/08/1991,4.7
01/09/1991,5.3
01/10/1991,6.3
01/11/1991,9.1
01/12/1991,7.3
01/01/1992,5.6
01/02/1992,6
01/03/1992,6
01/04/1992,6.7
01/05/1992,6.9
01/06/1992,4.7
01/07/1992,2.9
01/08/1992,1.6
01/09/1992,3.6
01/10/1992,5.2
01/11/1992,6.9
01/12/1992,10.6
01/01/1993,9.6
01/02/1993,6.3
01/03/1993,7.8
01/04/1993,12.4
01/05/1993,17
01/06/1993,7.2
01/07/1993,3.9
01/08/1993,2
01/09/1993,6.1
01/10/1993,8.4
01/11/1993,15.8
01/12/1993,17.5
01/01/1994,10.5
01/02/1994,12.6
01/03/1994,18.4
01/04/1994,22
01/05/1994,19.7
01/06/1994,15.4
01/07/1994,5.8
01/08/1994,3
01/09/1994,4.1
01/10/1994,10.7
01/11/1994,17.1
01/12/1994,12.1
01/01/1995,3.9
01/02/1995,1.9
01/03/1995,2.6
01/04/1995,11.5
01/05/1995,9.3
01/06/1995,9.8
01/07/1995,7.8
01/08/1995,8.5
01/09/1995,4.7
01/10/1995,16.6
01/11/1995,16.4
01/12/1995,14.9
01/01/1996,9.8
01/02/1996,12.8
01/03/1996,12.5
01/04/1996,9.5
01/05/1996,14.2
01/06/1996,14.1
01/07/1996,11.8
01/08/1996,6.4
01/09/1996,7.6
01/10/1996,13.3
01/11/1996,15.2
01/12/1996,13.5
01/01/1997,17.4
01/02/1997,11.6
01/03/1997,12
01/04/1997,10.3
01/05/1997,8.9
01/06/1997,12.3
01/07/1997,4.7
01/08/1997,3.7
01/09/1997,3.6
01/10/1997,3.6
01/11/1997,12.2
01/12/1997,5
01/01/1998,3.4
01/02/1998,3.7
01/03/1998,4.1
01/04/1998,9.1
01/05/1998,9.9
01/06/1998,11
01/07/1998,7.2
01/08/1998,7.6
01/09/1998,11.7
01/10/1998,7.9
01/11/1998,19.8
01/12/1998,13.2
01/01/1999,12.3
01/02/1999,20.3
01/03/1999,22.3
01/04/1999,17.6
01/05/1999,14.1
01/06/1999,10
01/07/1999,6
01/08/1999,4.9
01/09/1999,17.5
01/10/1999,17.5
01/11/1999,29.1
01/12/1999,25.1
01/01/2000,18.4
01/02/2000,11.8
01/03/2000,19.3
01/04/2000,23
01/05/2000,25.8
01/06/2000,15.1
01/07/2000,8.9
01/08/2000,5
01/09/2000,8.2
01/10/2000,9.5
01/11/2000,24.4
01/12/2000,8.3
01/01/2001,4.8
01/02/2001,3.8
01/03/2001,9.1
01/04/2001,12
01/05/2001,11.4
01/06/2001,9.5
01/07/2001,6.6
01/08/2001,2.6
01/09/2001,3.7
01/10/2001,6.6
01/11/2001,15.2
01/12/2001,17.4
01/01/2002,8.2
01/02/2002,3.1
01/03/2002,4.9
01/04/2002,10.5
01/05/2002,8.2
01/06/2002,5
01/07/2002,4.1
01/08/2002,2
01/09/2002,4.2
01/10/2002,8.8
01/11/2002,13.6
01/12/2002,12.7
01/01/2003,3.6
01/02/2003,3.3
01/03/2003,3
01/04/2003,12.3
01/05/2003,9.5
01/06/2003,10.4
01/07/2003,6.8
01/08/2003,6.8
01/09/2003,5.5
01/10/2003,21.4
01/11/2003,22.3
01/12/2003,18.6
01/01/2004,16.5
01/02/2004,7
01/03/2004,4.2
01/04/2004,8.2
01/05/2004,10.8
01/06/2004,10.8
01/07/2004,10.1
01/08/2004,6.7
01/09/2004,11.2
01/10/2004,17.6
01/11/2004,23.9
01/12/2004,15.8
01/01/2005,11.4
01/02/2005,13.7
01/03/2005,12.1
01/04/2005,11.6
01/05/2005,15.9
01/06/2005,9.5
01/07/2005,7.9
01/08/2005,5.5
01/09/2005,5.9
01/10/2005,12
01/11/2005,20.2
01/12/2005,20.2
01/01/2006,14.3
01/02/2006,10.9
01/03/2006,16.2
01/04/2006,25.8
01/05/2006,23.1
01/06/2006,15.7
01/07/2006,9.4
01/08/2006,6.4
01/09/2006,10.7
01/10/2006,15.6
01/11/2006,15.5
01/12/2006,18.3
01/01/2007,12
01/02/2007,6.4
01/03/2007,10.7
01/04/2007,16
01/05/2007,14.9
01/06/2007,12.3
01/07/2007,9.6
01/08/2007,10.4
01/09/2007,11.3
01/10/2007,21.3
01/11/2007,26.4
01/12/2007,26.7
01/01/2008,16.4
01/02/2008,16.2
01/03/2008,17.3
01/04/2008,20.3
01/05/2008,23
01/06/2008,14.2
01/07/2008,10.6
01/08/2008,9.6
01/09/2008,13.3
01/10/2008,12.3
01/11/2008,23
01/12/2008,21.3
01/01/2009,14.2
01/02/2009,11.3
01/03/2009,14.4
01/04/2009,16
01/05/2009,10.9
01/06/2009,7.7
01/07/2009,6.6
01/08/2009,4.1
01/09/2009,3.4
01/10/2009,6.3
01/11/2009,12.8
01/12/2009,9.5
01/01/2010,4.5
01/02/2010,2.8
01/03/2010,5.4
01/04/2010,10.2
01/05/2010,13.9
01/06/2010,11.9
01/07/2010,15.3
01/08/2010,7.6
01/09/2010,10.7
01/10/2010,16.2
01/11/2010,39
01/12/2010,27
01/01/2011,12.4
01/02/2011,12.1
01/03/2011,12
01/04/2011,14.4
01/05/2011,10.5
01/06/2011,8.6
01/07/2011,8
01/08/2011,5.7
01/09/2011,5.9
01/10/2011,16.5
01/11/2011,21.7
01/12/2011,35.5
01/01/2012,17.95
01/02/2012,10.58
01/03/2012,11.83
01/04/2012,14.98
01/05/2012,16.89
01/06/2012,7.23
01/07/2012,4.82
01/08/2012,3.27
01/09/2012,3.01
01/10/2012,7.09
01/11/2012,5.77
01/12/2012,8.87
01/01/2013,4.34
01/02/2013,8.42
01/03/2013,15.37
01/04/2013,11.34
01/05/2013,18.91
01/06/2013,11.67
01/07/2013,5.17
01/08/2013,5.09
01/09/2013,6.37
01/10/2013,7.22
01/11/2013,10.58
01/12/2013,17.13
01/01/2014,12.6
01/02/2014,9.09
01/03/2014,14.38
01/04/2014,11.51
01/05/2014,17.12
01/06/2014,8.04
01/07/2014,4.69
01/08/2014,2.96
01/09/2014,4.34
01/10/2014,10.93
01/11/2014,15.02
01/12/2014,10.05
01/01/2015,6.6
01/02/2015,5.7
01/03/2015,9.9
01/04/2015,13.5
01/05/2015,9.1
01/06/2015,5.4
01/07/2015,4.2
01/08/2015,2.5
01/09/2015,3.1
01/10/2015,4.6
01/11/2015,9
01/12/2015,5.4
