fecha,valor
01/01/1985,38.57
01/02/1985,44.46
01/03/1985,56.1
01/04/1985,39.13
01/05/1985,20.1
01/06/1985,11.67
01/07/1985,51.58
01/08/1985,45.6
01/09/1985,65.12
01/10/1985,41.11
01/11/1985,27.66
01/12/1985,46.84
01/01/1986,27.13
01/02/1986,46.85
01/03/1986,25.98
01/04/1986,44.79
01/05/1986,48.31
01/06/1986,6.72
01/07/1986,42.49
01/08/1986,38.28
01/09/1986,45.37
01/10/1986,52.71
01/11/1986,38.39
01/12/1986,47.47
01/01/1987,41.8
01/02/1987,19.59
01/03/1987,41.49
01/04/1987,48.43
01/05/1987,22.43
01/06/1987,29.54
01/07/1987,32.43
01/08/1987,42.72
01/09/1987,46.24
01/10/1987,49.48
01/11/1987,41.01
01/12/1987,31.49
01/01/1988,29.53
01/02/1988,23.17
01/03/1988,49.15
01/04/1988,34.4
01/05/1988,26.61
01/06/1988,22.7
01/07/1988,64.68
01/08/1988,60.13
01/09/1988,44.7
01/10/1988,45.97
01/11/1988,44.77
01/12/1988,55.9
01/01/1989,59.39
01/02/1989,33.01
01/03/1989,50.16
01/04/1989,34.11
01/05/1989,32.46
01/06/1989,15.29
01/07/1989,40.88
01/08/1989,59.37
01/09/1989,51.17
01/10/1989,37.78
01/11/1989,31.27
01/12/1989,30.14
01/01/1990,24.42
01/02/1990,26.91
01/03/1990,42.85
01/04/1990,24.91
01/05/1990,14.36
01/06/1990,29.49
01/07/1990,16.37
01/08/1990,28.7
01/09/1990,48.02
01/10/1990,38.94
01/11/1990,28.41
01/12/1990,34.64
01/01/1991,27.47
01/02/1991,30.29
01/03/1991,25.3
01/04/1991,44.97
01/05/1991,41.69
01/06/1991,23.59
01/07/1991,19.43
01/08/1991,36.28
01/09/1991,32.84
01/10/1991,43.71
01/11/1991,41.78
01/12/1991,28.03
01/01/1992,29.52
01/02/1992,34.03
01/03/1992,37.32
01/04/1992,64.88
01/05/1992,33.75
01/06/1992,16.22
01/07/1992,36.39
01/08/1992,44.97
01/09/1992,28.94
01/10/1992,33.3
01/11/1992,40.35
01/12/1992,47.03
01/01/1993,34.75
01/02/1993,29.81
01/03/1993,47.56
01/04/1993,53.81
01/05/1993,16.25
01/06/1993,22.01
01/07/1993,36.16
01/08/1993,72.6
01/09/1993,50.32
01/10/1993,59.06
01/11/1993,57.94
01/12/1993,44.78
01/01/1994,42.48
01/02/1994,41.59
01/03/1994,51.8
01/04/1994,62.52
01/05/1994,31.06
01/06/1994,26.55
01/07/1994,20.93
01/08/1994,26.75
01/09/1994,30.83
01/10/1994,57.08
01/11/1994,37.32
01/12/1994,15.72
01/01/1995,21.96
01/02/1995,40.99
01/03/1995,37.67
01/04/1995,44.82
01/05/1995,48.19
01/06/1995,40.83
01/07/1995,47.33
01/08/1995,29.67
01/09/1995,37.12
01/10/1995,33.98
01/11/1995,44.97
01/12/1995,39.64
01/01/1996,38.46
01/02/1996,34.06
01/03/1996,46.94
01/04/1996,61.75
01/05/1996,38.74
01/06/1996,36.29
01/07/1996,41.23
01/08/1996,40.84
01/09/1996,50.02
01/10/1996,29.51
01/11/1996,64.14
01/12/1996,39.41
01/01/1997,42.1
01/02/1997,30.68
01/03/1997,44.67
01/04/1997,26.43
01/05/1997,37.23
01/06/1997,17.22
01/07/1997,14.49
01/08/1997,37.02
01/09/1997,29.43
01/10/1997,34.28
01/11/1997,20.22
01/12/1997,26.11
01/01/1998,38.33
