fecha,valor
01/01/1985,28.2
01/02/1985,24
01/03/1985,26.9
01/04/1985,31.9
01/05/1985,26.8
01/06/1985,26
01/07/1985,18.1
01/08/1985,17.2
01/09/1985,15
01/10/1985,14.7
01/11/1985,20.1
01/12/1985,21.6
01/01/1986,24.4
01/02/1986,21.8
01/03/1986,23.1
01/04/1986,52.1
01/05/1986,32.4
01/06/1986,74.4
01/07/1986,22.9
01/08/1986,23.5
01/09/1986,18.8
01/10/1986,35.2
01/11/1986,35.4
01/12/1986,28.2
01/01/1987,18.2
01/02/1987,15.9
01/03/1987,15
01/04/1987,14.7
01/05/1987,21.5
01/06/1987,20.1
01/07/1987,29.5
01/08/1987,32.4
01/09/1987,28.9
01/10/1987,51
01/11/1987,59
01/12/1987,37.5
01/01/1988,25.6
01/02/1988,21.4
01/03/1988,21.3
01/04/1988,44.1
01/05/1988,37.4
01/06/1988,30.2
01/07/1988,20.6
01/08/1988,36
01/09/1988,53.3
01/10/1988,66.6
01/11/1988,61
01/12/1988,64.1
01/01/1989,65.7
01/02/1989,47.4
01/03/1989,59.6
01/04/1989,54
01/05/1989,59.3
01/06/1989,39.1
01/07/1989,27.9
01/08/1989,25
01/09/1989,47
01/10/1989,55.4
01/11/1989,47.9
01/12/1989,32.6
01/01/1990,20
01/02/1990,19.6
01/03/1990,18.1
01/04/1990,28.3
01/05/1990,26.7
01/06/1990,18.3
01/07/1990,17.4
01/08/1990,12.8
01/09/1990,14.1
01/10/1990,44.6
01/11/1990,35.2
01/12/1990,34.8
01/01/1991,20.5
01/02/1991,20
01/03/1991,23.9
01/04/1991,25.5
01/05/1991,33.9
01/06/1991,24.9
01/07/1991,18.5
01/08/1991,15.4
01/09/1991,16.2
01/10/1991,22.6
01/11/1991,22.9
01/12/1991,28.6
01/01/1992,18.8
01/02/1992,15.2
01/03/1992,16.1
01/04/1992,20.6
01/05/1992,30.6
01/06/1992,20.2
01/07/1992,15.3
01/08/1992,13.3
01/09/1992,14.6
01/10/1992,15.1
01/11/1992,17.6
01/12/1992,24.2
01/01/1993,17
01/02/1993,21.8
01/03/1993,28.1
01/04/1993,38
01/05/1993,41.9
01/06/1993,24.6
01/07/1993,17.2
01/08/1993,16.5
01/09/1993,28.2
01/10/1993,25.2
01/11/1993,34.3
01/12/1993,28.8
01/01/1994,24.4
01/02/1994,28.6
01/03/1994,38.7
01/04/1994,40.1
01/05/1994,43.4
01/06/1994,27.4
01/07/1994,18
01/08/1994,14.1
01/09/1994,12.5
01/10/1994,21.2
01/11/1994,30.4
01/12/1994,23.2
01/01/1995,14.9
01/02/1995,13.7
01/03/1995,23
01/04/1995,34.9
01/05/1995,44.9
01/06/1995,42.3
01/07/1995,28.6
01/08/1995,37.8
01/09/1995,26.4
01/10/1995,31.3
