fecha,valor
01/01/2005,162.8
01/02/2005,180.3
01/03/2005,197.4
01/04/2005,186.4
01/05/2005,186.6
01/06/2005,181.2
01/07/2005,214.6
01/08/2005,190.9
01/09/2005,206.2
01/10/2005,170.0
01/11/2005,182.2
01/12/2005,168.6
01/01/2006,166.0
01/02/2006,189.5
01/03/2006,176.8
01/04/2006,169.4
01/05/2006,179.0
01/06/2006,185.6
01/07/2006,207.5
01/08/2006,204.9
01/09/2006,213.4
01/10/2006,176.5
01/11/2006,159.0
01/12/2006,161.9
01/01/2007,157.9
01/02/2007,218.9
01/03/2007,152.5
01/04/2007,165.7
01/05/2007,174.9
01/06/2007,200.3
01/07/2007,211.2
01/08/2007,181.3
01/09/2007,206.3
01/10/2007,162.2
01/11/2007,164.7
01/12/2007,167.1
01/01/2008,165.2
01/02/2008,173.3
01/03/2008,166.1
01/04/2008,175.9
01/05/2008,168.6
01/06/2008,187.4
01/07/2008,182.0
01/08/2008,177.3
01/09/2008,186.5
01/10/2008,177.8
01/11/2008,146.7
01/12/2008,161.5
01/01/2009,160.7
01/02/2009,152.7
01/03/2009,163.7
01/04/2009,175.9
01/05/2009,189.9
01/06/2009,169.5
01/07/2009,206.2
01/08/2009,200.4
01/09/2009,213.8
01/10/2009,176.0
01/11/2009,165.3
01/12/2009,164.9
01/01/2010,201.7
01/02/2010,168.5
01/03/2010,197.1
01/04/2010,163.7
01/05/2010,191.4
01/06/2010,174.7
01/07/2010,159.2
01/08/2010,176.9
01/09/2010,162.3
01/10/2010,181.2
01/11/2010,165.1
01/12/2010,164.4
01/01/2011,189.2
01/02/2011,180.2
01/03/2011,189.3
01/04/2011,180.9
01/05/2011,179.2
01/06/2011,186.3
01/07/2011,192.8
01/08/2011,206.9
01/09/2011,205.5
01/10/2011,165.6
01/11/2011,161.7
01/12/2011,153.4
01/01/2012,168.8
01/02/2012,215.4
01/03/2012,167.1
01/04/2012,164.9
01/05/2012,183.7
01/06/2012,203.1
01/07/2012,207.8
01/08/2012,193.7
01/09/2012,212.5
01/10/2012,180.7
01/11/2012,169.6
01/12/2012,175.9
01/01/2013,174.4
01/02/2013,162.1
01/03/2013,180.1
01/04/2013,186.8
01/05/2013,184.4
01/06/2013,207.7
01/07/2013,214.3
01/08/2013,209.3
01/09/2013,181.2
01/10/2013,187.1
01/11/2013,186.2
01/12/2013,167.2
01/01/2014,170.5
01/02/2014,169.9
01/03/2014,184.5
01/04/2014,192.9
01/05/2014,192.6
01/06/2014,217.6
01/07/2014,229.5
01/08/2014,226.6
01/09/2014,203.9
01/10/2014,169.8
01/11/2014,172.7
01/12/2014,178.8
01/01/2015,190.1
01/02/2015,181.2
01/03/2015,187.6
01/04/2015,194.6
01/05/2015,211.9
01/06/2015,213.4
01/07/2015,218.6
01/08/2015,219.6
01/09/2015,215.6
01/10/2015,174.3
01/11/2015,167.6
01/12/2015,188.6
