fecha,valor
01/01/1985,68.6
01/02/1985,53.8
01/03/1985,44.8
01/04/1985,33.6
01/05/1985,40.6
01/06/1985,42.3
01/07/1985,30.9
01/08/1985,334.9
01/09/1985,51.2
01/10/1985,69.6
01/11/1985,61
01/12/1985,60
01/01/1986,54
01/02/1986,61.1
01/03/1986,89.7
01/04/1986,117.3
01/05/1986,94.3
01/06/1986,74
01/07/1986,61.4
01/08/1986,52.7
01/09/1986,33.5
01/10/1986,59
01/11/1986,73.4
01/12/1986,57.4
01/01/1987,45.4
01/02/1987,52.3
01/03/1987,52.8
01/04/1987,41.2
01/05/1987,51
01/06/1987,33.6
01/07/1987,25.4
01/08/1987,26.4
01/09/1987,19.5
01/10/1987,19.7
01/11/1987,28
01/12/1987,68.2
01/01/1988,80.6
01/02/1988,54.5
01/03/1988,53.8
01/04/1988,41.2
01/05/1988,38
01/06/1988,38.7
01/07/1988,40.3
01/08/1988,43.9
01/09/1988,46.4
01/10/1988,43.7
01/11/1988,66.5
01/12/1988,169.3
01/01/1989,57.4
01/02/1989,96.7
01/03/1989,161.1
01/04/1989,76.9
01/05/1989,66.8
01/06/1989,56.8
01/07/1989,56.3
01/08/1989,55
01/09/1989,41.1
01/10/1989,60.7
01/11/1989,54.4
01/12/1989,61.1
01/01/1990,57.3
01/02/1990,58.1
01/03/1990,65.3
01/04/1990,70.1
01/05/1990,78.8
01/06/1990,57.6
01/07/1990,51.7
01/08/1990,36.8
01/09/1990,19.9
01/10/1990,24.8
01/11/1990,41.1
01/12/1990,63.7
01/01/1991,43.2
01/02/1991,41.9
01/03/1991,56.6
01/04/1991,85.1
01/05/1991,65.4
01/06/1991,47.1
01/07/1991,31.5
01/08/1991,23.8
01/09/1991,22.2
01/10/1991,36.7
01/11/1991,37.3
01/12/1991,60.8
01/01/1992,45.2
01/02/1992,41
01/03/1992,5
01/04/1992,28.5
01/05/1992,43
01/06/1992,14.7
01/07/1992,7.8
01/08/1992,7.1
01/09/1992,8.7
01/10/1992,9.3
01/11/1992,77.5
01/12/1992,86.3
01/01/1993,37.4
01/02/1993,66.3
01/03/1993,65.8
01/04/1993,78.5
01/05/1993,94.3
01/06/1993,25.6
01/07/1993,11
01/08/1993,7.6
01/09/1993,17.8
01/10/1993,27.2
01/11/1993,116
01/12/1993,72.5
01/01/1994,55.4
01/02/1994,49.1
01/03/1994,79.7
01/04/1994,103.2
01/05/1994,80.2
01/06/1994,38
01/07/1994,13.2
01/08/1994,9.3
01/09/1994,18.5
01/10/1994,90.4
01/11/1994,123.8
01/12/1994,37.3
01/01/1995,10.4
01/02/1995,20.2
01/03/1995,61.6
01/04/1995,94
01/05/1995,71.7
01/06/1995,37.3
01/07/1995,22.9
01/08/1995,40.4
01/09/1995,12.6
01/10/1995,80
01/11/1995,90
01/12/1995,53.4
01/01/1996,62
01/02/1996,61.4
01/03/1996,102.1
01/04/1996,65.6
01/05/1996,97.9
01/06/1996,60.6
01/07/1996,26.8
01/08/1996,78.1
01/09/1996,20.7
01/10/1996,69.1
01/11/1996,59.8
01/12/1996,53.7
01/01/1997,88.6
01/02/1997,54.5
01/03/1997,45.4
01/04/1997,45.2
01/05/1997,29.6
01/06/1997,31.5
01/07/1997,12.3
01/08/1997,4.9
01/09/1997,10.5
01/10/1997,16.4
01/11/1997,33.9
01/12/1997,16
01/01/1998,7
01/02/1998,13.6
01/03/1998,22.7
01/04/1998,74.3
01/05/1998,65.4
01/06/1998,30.1
01/07/1998,22.6
01/08/1998,16.8
01/09/1998,21.5
01/10/1998,48.7
01/11/1998,112.4
01/12/1998,101.4
01/01/1999,76
01/02/1999,120
01/03/1999,80.2
01/04/1999,88.4
01/05/1999,60.2
01/06/1999,53.9
01/07/1999,30.9
01/08/1999,10.3
01/09/1999,29.6
01/10/1999,89
01/11/1999,108.6
01/12/1999,99.6
01/01/2000,48.1
01/02/2000,70.7
01/03/2000,96
01/04/2000,62.6
01/05/2000,64
01/06/2000,47.6
01/07/2000,25.2
01/08/2000,15.6
01/09/2000,27.9
01/10/2000,42.4
01/11/2000,68.4
01/12/2000,29.5
01/01/2001,14.8
01/02/2001,22.2
01/03/2001,69.2
01/04/2001,22.3
01/05/2001,41.8
01/06/2001,30.6
01/07/2001,9.9
01/08/2001,7
01/09/2001,13.3
01/10/2001,25.5
01/11/2001,76.8
01/12/2001,105.3
01/01/2002,18.4
01/02/2002,17.6
01/03/2002,37.7
01/04/2002,109.6
01/05/2002,65.8
01/06/2002,53.2
01/07/2002,15.3
01/08/2002,8.7
01/09/2002,14.9
01/10/2002,47.3
01/11/2002,53.7
01/12/2002,49
01/01/2003,14.4
01/02/2003,24.9
01/03/2003,43.6
01/04/2003,83.6
01/05/2003,29.8
01/06/2003,41.8
01/07/2003,12.2
01/08/2003,9.8
01/09/2003,11
01/10/2003,73.6
01/11/2003,92.4
01/12/2003,83.9
01/01/2004,43.7
01/02/2004,25.8
01/03/2004,12.8
01/04/2004,67.1
01/05/2004,54.4
01/06/2004,19.8
01/07/2004,16.8
01/08/2004,8.2
01/09/2004,14.7
01/10/2004,71.1
01/11/2004,132.2
01/12/2004,80.9
01/01/2005,33.9
01/02/2005,58.9
01/03/2005,50.6
01/04/2005,38.7
01/05/2005,73
01/06/2005,21.9
01/07/2005,11.7
01/08/2005,10.1
01/09/2005,13.9
01/10/2005,114.9
01/11/2005,118.2
01/12/2005,83.9
01/01/2006,56.8
01/02/2006,47.2
01/03/2006,102.8
