fecha,valor
01/01/1985,0.64
01/02/1985,0.51
01/03/1985,1.08
01/04/1985,1.13
01/05/1985,1.68
01/06/1985,1.09
01/07/1985,1.29
01/08/1985,0.84
01/09/1985,1.96
01/10/1985,3.14
01/11/1985,3
01/12/1985,0.99
01/01/1986,0.86
01/02/1986,0.93
01/03/1986,0.97
01/04/1986,0.8
01/05/1986,0.96
01/06/1986,2.71
01/07/1986,2.36
01/08/1986,1.72
01/09/1986,1.62
01/10/1986,5.8
01/11/1986,3.44
01/12/1986,1.17
01/01/1987,1.07
01/02/1987,1.14
01/03/1987,2.24
01/04/1987,1.2
01/05/1987,1.97
01/06/1987,1.05
01/07/1987,1.18
01/08/1987,0.97
01/09/1987,1.32
01/10/1987,3.62
01/11/1987,1.89
01/12/1987,1.68
01/01/1988,0.7
01/02/1988,0.67
01/03/1988,0.77
01/04/1988,1.06
01/05/1988,0.62
01/06/1988,1.45
01/07/1988,1.38
01/08/1988,1.11
01/09/1988,1.41
01/10/1988,2.78
01/11/1988,3.71
01/12/1988,2.29
01/01/1989,1.08
01/02/1989,0.71
01/03/1989,2
01/04/1989,0.89
01/05/1989,3.12
01/06/1989,1.77
01/07/1989,2.15
01/08/1989,1.29
01/09/1989,2.39
01/10/1989,2.09
01/11/1989,1.13
01/12/1989,0.73
01/01/1990,0.28
01/02/1990,1.31
01/03/1990,1.61
01/04/1990,2.53
01/05/1990,4.21
01/06/1990,1.61
01/07/1990,1.2
01/08/1990,1.21
01/09/1990,1.03
01/10/1990,2.82
01/11/1990,2.22
01/12/1990,3.22
01/01/1991,0.8
01/02/1991,0.76
01/03/1991,1.55
01/04/1991,0.92
01/05/1991,1.25
01/06/1991,0.4
01/07/1991,1.2
01/08/1991,1.94
01/09/1991,1.19
01/10/1991,0.65
01/11/1991,3.44
01/12/1991,1.23
01/01/1992,0.69
01/02/1992,0.83
01/03/1992,0.44
01/04/1992,0.62
01/05/1992,0.35
01/06/1992,0.36
01/07/1992,0.73
01/08/1992,0.63
01/09/1992,0.28
01/10/1992,0.12
01/11/1992,0.86
01/12/1992,1.17
01/01/1993,0.27
01/02/1993,0.15
01/03/1993,0.38
01/04/1993,0.74
01/05/1993,3.17
01/06/1993,1.71
01/07/1993,1.4
01/08/1993,1
01/09/1993,1.21
01/10/1993,1.1
01/11/1993,2.44
01/12/1993,0.92
01/01/1994,1.15
01/02/1994,1.01
01/03/1994,0.87
01/04/1994,1.91
01/05/1994,2.3
