fecha,valor
01/01/1985,1.07
01/02/1985,0
01/03/1985,0
01/04/1985,0.39
01/05/1985,3.2
01/06/1985,4.9
01/07/1985,3.5
01/08/1985,2.99
01/09/1985,3.93
01/10/1985,3.71
01/11/1985,9.99
01/12/1985,4.67
01/01/1986,1.22
01/02/1986,9.91
01/03/1986,8.58
01/04/1986,0
01/05/1986,6.11
01/06/1986,6.17
01/07/1986,2.88
01/08/1986,0
01/09/1986,8.12
01/10/1986,12.36
01/11/1986,0.98
01/12/1986,0
01/01/1987,0
01/02/1987,1.42
01/03/1987,2.56
01/04/1987,5.36
01/05/1987,2.55
01/06/1987,0.65
01/07/1987,1.06
01/08/1987,0
01/09/1987,0
01/10/1987,1.6
01/11/1987,1.35
01/12/1987,2.46
01/01/1988,10.05
01/02/1988,3.96
01/03/1988,5.19
01/04/1988,6.88
01/05/1988,0
01/06/1988,0
01/07/1988,0
01/08/1988,0.66
01/09/1988,3.95
01/10/1988,5.58
01/11/1988,5.41
01/12/1988,2.47
01/01/1989,0
01/02/1989,0.54
01/03/1989,1.74
01/04/1989,0.59
01/05/1989,3.21
01/06/1989,1.26
01/07/1989,1.25
01/08/1989,0.06
01/09/1989,0.69
01/10/1989,1.69
01/11/1989,1.44
01/12/1989,1.48
01/01/1990,0
01/02/1990,0.04
01/03/1990,0
01/04/1990,0
01/05/1990,0.36
01/06/1990,0
01/07/1990,0
01/08/1990,0
01/09/1990,0
01/10/1990,0.06
01/11/1990,0.07
01/12/1990,0.07
01/01/1991,0
01/02/1991,0
01/03/1991,0.39
01/04/1991,0
01/05/1991,0
01/06/1991,0
01/07/1991,0.65
01/08/1991,0.69
01/09/1991,0.57
01/10/1991,0.81
01/11/1991,3.98
01/12/1991,2.93
01/01/1992,2.14
01/02/1992,5.58
01/03/1992,0
01/04/1992,0.59
01/05/1992,0.12
01/06/1992,0
01/07/1992,0
01/08/1992,0.3
01/09/1992,0
01/10/1992,0.02
01/11/1992,1.05
01/12/1992,1.47
01/01/1993,0.31
01/02/1993,0
01/03/1993,0
01/04/1993,0.16
01/05/1993,1.56
01/06/1993,0
01/07/1993,0
01/08/1993,0.94
01/09/1993,0
01/10/1993,0
01/11/1993,0.1
01/12/1993,0
01/01/1994,0
01/02/1994,0
01/03/1994,0.06
01/04/1994,0.25
01/05/1994,1.11
01/06/1994,0.07
01/07/1994,0
01/08/1994,0
01/09/1994,0.06
01/10/1994,2.02
01/11/1994,1.79
01/12/1994,0.21
01/01/1995,0
01/02/1995,0
01/03/1995,0.45
01/04/1995,0.56
01/05/1995,0.15
01/06/1995,0.4
01/07/1995,0.31
01/08/1995,1.66
01/09/1995,0.32
01/10/1995,0.56
01/11/1995,0.36
01/12/1995,1.52
01/01/1996,0.01
01/02/1996,1.08
01/03/1996,2.52
01/04/1996,1.35
01/05/1996,2.03
01/06/1996,2.04
01/07/1996,1.9
01/08/1996,0
01/09/1996,0
01/10/1996,2.47
01/11/1996,0
01/12/1996,0
01/01/1997,1.83
01/02/1997,0
01/03/1997,0
01/04/1997,0
01/05/1997,0
01/06/1997,0.38
01/07/1997,2.78
01/08/1997,1.51
01/09/1997,0.51
01/10/1997,1.2
01/11/1997,1.49
01/12/1997,0.18
01/01/1998,0.18
01/02/1998,0
01/03/1998,0
01/04/1998,0.98
01/05/1998,4.57
01/06/1998,2.3
01/07/1998,2.67
01/08/1998,2.43
01/09/1998,0
01/10/1998,3.76
01/11/1998,1.34
01/12/1998,2.09
01/01/1999,0.53
01/02/1999,0
01/03/1999,1.28
01/04/1999,1.24
01/05/1999,0.61
01/06/1999,0.42
01/07/1999,0.72
01/08/1999,0.81
01/09/1999,2.4
01/10/1999,6.94
01/11/1999,5.23
01/12/1999,0.67
01/01/2000,0
01/02/2000,0
01/03/2000,1.59
01/04/2000,1.14
01/05/2000,0.33
01/06/2000,0.19
01/07/2000,0.61
01/08/2000,0
01/09/2000,3.4
01/10/2000,3.33
01/11/2000,3.83
01/12/2000,0.31
01/01/2001,0.42
01/02/2001,0.63
01/03/2001,1.07
01/04/2001,0.26
01/05/2001,0.55
01/06/2001,0.54
01/07/2001,1.6
01/08/2001,2.4
01/09/2001,3.22
01/10/2001,1.55
01/11/2001,1.35
01/12/2001,1.34
01/01/2002,0.34
01/02/2002,1.45
01/03/2002,1.59
01/04/2002,3.18
01/05/2002,3.83
01/06/2002,7.45
01/07/2002,4.87
01/08/2002,4.12
01/09/2002,4.4
01/10/2002,3.65
01/11/2002,2.15
01/12/2002,1.45
01/01/2003,0.22
01/02/2003,0.87
01/03/2003,1.63
01/04/2003,2.94
01/05/2003,2.22
01/06/2003,1.82
01/07/2003,2.31
01/08/2003,1.75
01/09/2003,1.26
01/10/2003,2.69
01/11/2003,2.92
01/12/2003,1.95
01/01/2004,0.61
01/02/2004,0.1
01/03/2004,0.08
01/04/2004,1.11
01/05/2004,4.04
01/06/2004,3.65
01/07/2004,2.13
01/08/2004,3.73
01/09/2004,3.7
01/10/2004,4.25
01/11/2004,5.64
01/12/2004,1.3
01/01/2005,0.1
01/02/2005,0.18
01/03/2005,0.02
01/04/2005,0.68
01/05/2005,3.72
01/06/2005,2.16
01/07/2005,1.78
01/08/2005,2.09
01/09/2005,2.88
01/10/2005,6.9
01/11/2005,6.58
01/12/2005,2.02
01/01/2006,0.32
01/02/2006,0
01/03/2006,0.2
01/04/2006,2.25
01/05/2006,10.37
01/06/2006,6.09
01/07/2006,3.29
01/08/2006,0
01/09/2006,0
01/10/2006,0.81
01/11/2006,1.66
01/12/2006,0.32
01/01/2007,0
01/02/2007,0.64
01/03/2007,0.07
01/04/2007,4.08
01/05/2007,2.11
01/06/2007,2.53
01/07/2007,2.78
01/08/2007,1.57
01/09/2007,5.1
01/10/2007,0.65
01/11/2007,0.24
01/12/2007,0.17
01/01/2008,0
01/02/2008,0
01/03/2008,0
01/04/2008,0
01/05/2008,0.59
01/06/2008,0.67
01/07/2008,0.82
01/08/2008,0.94
01/09/2008,0.53
01/10/2008,1.09
01/11/2008,2.7
01/12/2008,1.98
01/01/2009,0
01/02/2009,0
01/03/2009,0
01/04/2009,0.26
01/05/2009,0.15
01/06/2009,0.08
01/07/2009,0.5
01/08/2009,0.56
01/09/2009,0.37
01/10/2009,0.39
01/11/2009,0.44
01/12/2009,0
01/01/2010,0
01/02/2010,0
01/03/2010,0
01/04/2010,2.06
01/05/2010,1.7
01/06/2010,1.93
01/07/2010,4.04
01/08/2010,0.42
01/09/2010,0
01/10/2010,1.34
01/11/2010,5.52
01/12/2010,4.33
01/01/2011,0
01/02/2011,0.17
01/03/2011,2.92
01/04/2011,3.7
01/05/2011,3.93
01/06/2011,2.44
01/07/2011,0.25
01/08/2011,0.1
01/09/2011,0.38
01/10/2011,3.51
01/11/2011,5.74
01/12/2011,2.57
01/01/2012,0.07
01/02/2012,0.05
01/03/2012,0.08
