,initial storage (Hm3),min storage (Hm3),max storage (Hm3),capacity (MW),prod coefficient (MW/m3/s),max turbining outflow (m3/s),Entrance_Stage,Initial_Storage_Stage,O&M cost ($/MWh),T-Downstream,S-Downstream,Area,Tipo,forced_unavailability,historic_unavailability,FE Ton/Mwh
URRA,200,0,500,338,1,700,E,1,37.35,,,Area 1,Liquids,0.36,9.18,1
