,capacity (MW),Losses,density(Kg/m3),efficiency,diameter(m),speed_rated,Entrance_Stage,Initial_Storage_Stage,Area,forced_unavailability ,Variability (%),Speed_in,Spped_out,Betz_limit
Isagen250_3766,376,0.98,1.25,0.35,2.2,18,NE,1,UNO,0,18,4.5,20,0.59
